onset	duration	trial_type	value	sample
235.38333333333333	0.5	target	30	70615
235.38333333333333	0.5	H	9	70615
235.68333333333334	0.5	nontarget	29	70705
235.68333333333334	0.5	Q	18	70705
241.69	0.5	nontarget	29	72507
241.69	0.5	T	21	72507
241.99333333333334	0.5	nontarget	29	72598
241.99333333333334	0.5	I	10	72598
242.29333333333332	0.5	nontarget	29	72688
242.29333333333332	0.5	Q	18	72688
242.59666666666666	0.5	nontarget	29	72779
242.59666666666666	0.5	K	12	72779
242.89666666666668	0.5	nontarget	29	72869
242.89666666666668	0.5	Z	27	72869
243.2	0.5	nontarget	29	72960
243.2	0.5	R	19	72960
243.5	0.5	nontarget	29	73050
243.5	0.5	O	16	73050
243.8	0.5	nontarget	29	73140
243.8	0.5	<	1	73140
244.1	0.5	nontarget	29	73230
244.1	0.5	E	6	73230
244.4	0.5	nontarget	29	73320
244.4	0.5	B	3	73320
250.41	0.5	nontarget	29	75123
250.41	0.5	D	5	75123
250.70666666666668	0.5	nontarget	29	75212
250.70666666666668	0.5	V	23	75212
251.00666666666666	0.5	nontarget	29	75302
251.00666666666666	0.5	P	17	75302
251.31	0.5	nontarget	29	75393
251.31	0.5	U	22	75393
251.60666666666665	0.5	nontarget	29	75482
251.60666666666665	0.5	G	8	75482
251.91	0.5	nontarget	29	75573
251.91	0.5	N	15	75573
252.21333333333334	0.5	nontarget	29	75664
252.21333333333334	0.5	L	13	75664
252.51333333333332	0.5	target	30	75754
252.51333333333332	0.5	E	6	75754
252.81333333333333	0.5	nontarget	29	75844
252.81333333333333	0.5	W	24	75844
253.11666666666667	0.5	nontarget	29	75935
253.11666666666667	0.5	X	25	75935
259.12	0.5	target	30	77736
259.12	0.5	X	25	77736
259.42	0.5	nontarget	29	77826
259.42	0.5	N	15	77826
259.72333333333336	0.5	nontarget	29	77917
259.72333333333336	0.5	S	20	77917
260.0233333333333	0.5	nontarget	29	78007
260.0233333333333	0.5	Y	26	78007
260.3233333333333	0.5	nontarget	29	78097
260.3233333333333	0.5	_	28	78097
260.63	0.5	nontarget	29	78189
260.63	0.5	B	3	78189
260.93333333333334	0.5	nontarget	29	78280
260.93333333333334	0.5	V	23	78280
261.23333333333335	0.5	nontarget	29	78370
261.23333333333335	0.5	Z	27	78370
261.53333333333336	0.5	nontarget	29	78460
261.53333333333336	0.5	P	17	78460
261.8333333333333	0.5	nontarget	29	78550
261.8333333333333	0.5	T	21	78550
267.8466666666667	0.5	nontarget	29	80354
267.8466666666667	0.5	R	19	80354
268.14666666666665	0.5	nontarget	29	80444
268.14666666666665	0.5	J	11	80444
268.44666666666666	0.5	nontarget	29	80534
268.44666666666666	0.5	D	5	80534
268.74666666666667	0.5	nontarget	29	80624
268.74666666666667	0.5	P	17	80624
269.0466666666667	0.5	nontarget	29	80714
269.0466666666667	0.5	Q	18	80714
269.3466666666667	0.5	nontarget	29	80804
269.3466666666667	0.5	B	3	80804
269.64666666666665	0.5	target	30	80894
269.64666666666665	0.5	E	6	80894
269.94666666666666	0.5	nontarget	29	80984
269.94666666666666	0.5	G	8	80984
270.24666666666667	0.5	nontarget	29	81074
270.24666666666667	0.5	V	23	81074
270.5466666666667	0.5	nontarget	29	81164
270.5466666666667	0.5	U	22	81164
276.55333333333334	0.5	nontarget	29	82966
276.55333333333334	0.5	R	19	82966
276.85333333333335	0.5	nontarget	29	83056
276.85333333333335	0.5	<	1	83056
277.1566666666667	0.5	nontarget	29	83147
277.1566666666667	0.5	L	13	83147
277.45666666666665	0.5	nontarget	29	83237
277.45666666666665	0.5	_	28	83237
277.75666666666666	0.5	nontarget	29	83327
277.75666666666666	0.5	W	24	83327
278.0566666666667	0.5	nontarget	29	83417
278.0566666666667	0.5	U	22	83417
278.36	0.5	nontarget	29	83508
278.36	0.5	O	16	83508
278.6566666666667	0.5	nontarget	29	83597
278.6566666666667	0.5	J	11	83597
278.96	0.5	nontarget	29	83688
278.96	0.5	K	12	83688
279.26	0.5	target	30	83778
279.26	0.5	I	10	83778
285.26666666666665	0.5	nontarget	29	85580
285.26666666666665	0.5	Y	26	85580
285.56666666666666	0.5	nontarget	29	85670
285.56666666666666	0.5	N	15	85670
285.8666666666667	0.5	nontarget	29	85760
285.8666666666667	0.5	P	17	85760
286.16333333333336	0.5	nontarget	29	85849
286.16333333333336	0.5	W	24	85849
286.4633333333333	0.5	nontarget	29	85939
286.4633333333333	0.5	M	14	85939
286.7633333333333	0.5	nontarget	29	86029
286.7633333333333	0.5	Q	18	86029
287.06666666666666	0.5	target	30	86120
287.06666666666666	0.5	O	16	86120
287.3666666666667	0.5	nontarget	29	86210
287.3666666666667	0.5	E	6	86210
287.6666666666667	0.5	nontarget	29	86300
287.6666666666667	0.5	A	2	86300
287.96666666666664	0.5	nontarget	29	86390
287.96666666666664	0.5	D	5	86390
293.97333333333336	0.5	nontarget	29	88192
293.97333333333336	0.5	Z	27	88192
294.2733333333333	0.5	target	30	88282
294.2733333333333	0.5	K	12	88282
294.5733333333333	0.5	nontarget	29	88372
294.5733333333333	0.5	H	9	88372
294.87333333333333	0.5	nontarget	29	88462
294.87333333333333	0.5	D	5	88462
295.17333333333335	0.5	nontarget	29	88552
295.17333333333335	0.5	R	19	88552
295.47333333333336	0.5	nontarget	29	88642
295.47333333333336	0.5	P	17	88642
295.77	0.5	nontarget	29	88731
295.77	0.5	Y	26	88731
296.07	0.5	nontarget	29	88821
296.07	0.5	G	8	88821
296.37	0.5	nontarget	29	88911
296.37	0.5	A	2	88911
296.67333333333335	0.5	nontarget	29	89002
296.67333333333335	0.5	_	28	89002
302.68	0.5	nontarget	29	90804
302.68	0.5	C	4	90804
302.98	0.5	nontarget	29	90894
302.98	0.5	R	19	90894
303.27666666666664	0.5	nontarget	29	90983
303.27666666666664	0.5	F	7	90983
303.58	0.5	nontarget	29	91074
303.58	0.5	Q	18	91074
303.87666666666667	0.5	target	30	91163
303.87666666666667	0.5	B	3	91163
304.25666666666666	0.5	nontarget	29	91277
304.25666666666666	0.5	X	25	91277
304.55333333333334	0.5	nontarget	29	91366
304.55333333333334	0.5	_	28	91366
304.8566666666667	0.5	nontarget	29	91457
304.8566666666667	0.5	L	13	91457
305.1533333333333	0.5	nontarget	29	91546
305.1533333333333	0.5	S	20	91546
305.45666666666665	0.5	nontarget	29	91637
305.45666666666665	0.5	V	23	91637
311.46	0.5	nontarget	29	93438
311.46	0.5	U	22	93438
311.76	0.5	nontarget	29	93528
311.76	0.5	P	17	93528
312.06	0.5	nontarget	29	93618
312.06	0.5	Z	27	93618
312.36	0.5	nontarget	29	93708
312.36	0.5	O	16	93708
312.66	0.5	nontarget	29	93798
312.66	0.5	V	23	93798
312.96	0.5	nontarget	29	93888
312.96	0.5	<	1	93888
313.26	0.5	nontarget	29	93978
313.26	0.5	D	5	93978
313.56	0.5	nontarget	29	94068
313.56	0.5	W	24	94068
313.86	0.5	target	30	94158
313.86	0.5	A	2	94158
314.1566666666667	0.5	nontarget	29	94247
314.1566666666667	0.5	E	6	94247
320.1666666666667	0.5	nontarget	29	96050
320.1666666666667	0.5	B	3	96050
320.4633333333333	0.5	nontarget	29	96139
320.4633333333333	0.5	X	25	96139
320.76666666666665	0.5	nontarget	29	96230
320.76666666666665	0.5	L	13	96230
321.06666666666666	0.5	nontarget	29	96320
321.06666666666666	0.5	J	11	96320
321.3666666666667	0.5	nontarget	29	96410
321.3666666666667	0.5	_	28	96410
321.66333333333336	0.5	nontarget	29	96499
321.66333333333336	0.5	V	23	96499
321.9633333333333	0.5	target	30	96589
321.9633333333333	0.5	S	20	96589
322.26666666666665	0.5	nontarget	29	96680
322.26666666666665	0.5	P	17	96680
322.56666666666666	0.5	nontarget	29	96770
322.56666666666666	0.5	A	2	96770
322.86333333333334	0.5	nontarget	29	96859
322.86333333333334	0.5	W	24	96859
328.87	0.5	target	30	98661
328.87	0.5	I	10	98661
329.1666666666667	0.5	nontarget	29	98750
329.1666666666667	0.5	G	8	98750
329.47	0.5	nontarget	29	98841
329.47	0.5	Z	27	98841
329.76666666666665	0.5	nontarget	29	98930
329.76666666666665	0.5	H	9	98930
330.06666666666666	0.5	nontarget	29	99020
330.06666666666666	0.5	B	3	99020
330.3666666666667	0.5	nontarget	29	99110
330.3666666666667	0.5	F	7	99110
330.6666666666667	0.5	nontarget	29	99200
330.6666666666667	0.5	W	24	99200
330.96666666666664	0.5	nontarget	29	99290
330.96666666666664	0.5	Y	26	99290
331.26666666666665	0.5	nontarget	29	99380
331.26666666666665	0.5	<	1	99380
331.56666666666666	0.5	nontarget	29	99470
331.56666666666666	0.5	P	17	99470
337.5733333333333	0.5	target	30	101272
337.5733333333333	0.5	K	12	101272
337.87	0.5	nontarget	29	101361
337.87	0.5	H	9	101361
338.17	0.5	nontarget	29	101451
338.17	0.5	L	13	101451
338.47	0.5	nontarget	29	101541
338.47	0.5	<	1	101541
338.7733333333333	0.5	nontarget	29	101632
338.7733333333333	0.5	N	15	101632
339.07	0.5	nontarget	29	101721
339.07	0.5	A	2	101721
339.37333333333333	0.5	nontarget	29	101812
339.37333333333333	0.5	F	7	101812
339.67333333333335	0.5	nontarget	29	101902
339.67333333333335	0.5	_	28	101902
339.97333333333336	0.5	nontarget	29	101992
339.97333333333336	0.5	B	3	101992
340.2733333333333	0.5	nontarget	29	102082
340.2733333333333	0.5	E	6	102082
346.28	0.5	nontarget	29	103884
346.28	0.5	M	14	103884
346.58	0.5	nontarget	29	103974
346.58	0.5	Y	26	103974
346.88	0.5	nontarget	29	104064
346.88	0.5	F	7	104064
347.18	0.5	nontarget	29	104154
347.18	0.5	V	23	104154
347.48333333333335	0.5	nontarget	29	104245
347.48333333333335	0.5	H	9	104245
347.78	0.5	nontarget	29	104334
347.78	0.5	Q	18	104334
348.0833333333333	0.5	nontarget	29	104425
348.0833333333333	0.5	C	4	104425
348.3833333333333	0.5	nontarget	29	104515
348.3833333333333	0.5	O	16	104515
348.68333333333334	0.5	nontarget	29	104605
348.68333333333334	0.5	N	15	104605
348.98333333333335	0.5	target	30	104695
348.98333333333335	0.5	W	24	104695
354.99333333333334	0.5	nontarget	29	106498
354.99333333333334	0.5	F	7	106498
355.29333333333335	0.5	nontarget	29	106588
355.29333333333335	0.5	Z	27	106588
355.5933333333333	0.5	nontarget	29	106678
355.5933333333333	0.5	P	17	106678
355.8933333333333	0.5	nontarget	29	106768
355.8933333333333	0.5	L	13	106768
356.1933333333333	0.5	nontarget	29	106858
356.1933333333333	0.5	D	5	106858
356.49333333333334	0.5	target	30	106948
356.49333333333334	0.5	R	19	106948
356.79	0.5	nontarget	29	107037
356.79	0.5	I	10	107037
357.09	0.5	nontarget	29	107127
357.09	0.5	Q	18	107127
357.39	0.5	nontarget	29	107217
357.39	0.5	J	11	107217
357.69	0.5	nontarget	29	107307
